destination_iata,city,country,attraction_name,category,description,tags,best_months,image_url,formatted_address,rating,user_rating_count,latitude,longitude,google_maps_uri,good_for_children
BOM,Mumbai,India,Chhatrapati Shivaji Maharaj Terminus,culture,A historic railway station and UNESCO World Heritage Site with Victorian Gothic architecture.,"culture,architecture,history,landmark","November,December,January,February",https://places.googleapis.com/v1/places/ChIJ3zuquCfO5zsRG40hAwdLQyE/photos/AU_ZVEHK4F2F-HgP7_4QsWblODiRSr9UT6uw9qqw9xH9TBWCgG85hTxY-BbLtXTj8auIP2Q6QxQyLRf99VoJsmb8kBT3FkBh417uD5zS8-AmjIcUtEKXOl81zmmrraWT-NN0lzjpHoXPxafk6Dd65VLjRDhrGXOQ759_Gu-FlnVv1m8_HtpJmEzYUOazGg6cs8degViDha_oMp4DpLE9Y421mrq_jjhfU6NRML36gAlKEeSFMxgj3_iqM-FRBKE-dJ0wsyMEY5UxHWP8QeYDTIrQYXHpfNShEwoAM4gVMo_sjNEVovKmTwMM8qyju3flqpXvH4Jguc715zw5UngiWmX9YOt-o-zPv4W4glC22yEtuHOAxr1of6A24myC2zgWbeW1ABQBp9pP48ff_jd2MwtX_iqn2orJuETjp-ZfkV5YcmESHg/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",4.5,91034,18.9398446,72.8354475,https://maps.google.com/?cid=2396841920180620571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BOM,Mumbai,India,Elephanta Caves,culture,A network of sculpted caves on an island dedicated to the Hindu god Shiva.,"culture,history,art,ancient","November,December,January,February",https://places.googleapis.com/v1/places/ChIJL2CjfTDF5zsRP_WuGhsYq_Q/photos/AU_ZVEGnJGcgRpozXyWdHFipxUAmlmUrotaEIPfHIauwG8K-JlAFlwRPlnvgmm4h16N3VSMOagipajBH3Jnnz88v0Xr0JQiftphcj_nXphzosDGm-Do7kCyrOThB9kPiFwTUUmy2Sg9LEauXJghFNMVUaVO0ZNtc2-QeS80SEtr8W4xGUvMqccJ71ENyuFJNp-t3T09CsQNTAvCU29VQdUCj52xXuOaGRL7Sp8CsAyUheQZsombhPksyEduOABX0XyA1WckxrXImfpzJx46mR61zT4u0v9MNuU44jFyObiBD7JVsjOTgVFh97MYTd8ETIK-v_fPq7U-YycSeE_6ERZ24luX1xkTfacnuVc4Z_uZoPwAi1yf2F773k65iBIWQw7FIk4dy8FSqSCpIeVAhpF4hXOkS-p2c8zhSCx16BDFjL25smi0/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Gharapuri, Maharashtra 400021, India",4.3,40253,18.9633474,72.9314864,https://maps.google.com/?cid=17630211670962795839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BOM,Mumbai,India,Colaba Causeway,shopping,"A bustling street market famous for cheap buys, boutiques, and historic cafes.","shopping,food,city,walking","November,December,January,February",https://places.googleapis.com/v1/places/ChIJyXmFIZTR5zsRYbXNGkFDrtk/photos/AU_ZVEEZUE0Zv2D4VlmJh6zs5bKw_rdwaOZLqfxMjAWWu_rk_b_xMIUgTsx15mDvwsdY5HntUiAQAJDZuA2cMuS9UZOMGoD75nOT9gz3ZWXlns_ywGJ-fNPpIat6_zScnQADx6Fwb5I7SB3pxSf9XP3pxCSxRR2kbvS94VU_HtsKSyrfU2vZKwktZk7ooZdjzSUHQ4D_qBvn0yJkIst6VOm_NXvZV8m2N_NS7iBl33InyC7mFy5LiPxxPGMkColHdgRz_SFvy_hvxTrGb0GsjDepieNN6gdgF3vm4qyMKFZGBB2L3xcff3v3d9BBOoq1kUI_Us-IYn1OUv69-Q3HXrAz5IXkwLNpSqHzyZe5f2ea2SWme75PtMSaJwUwclpMPy9IU7fjoc9g6EqaUb-Z4GFPmq08JnbPRdD2zqsdWJfgaejsRFA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Colaba Causeway, Mumbai, Maharashtra, India",4.4,1251,18.9245896,72.8321176,https://maps.google.com/?cid=15685548499079640417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BLR,Bangalore,India,Lalbagh Botanical Garden,nature,A historic 240-acre garden housing India's largest collection of tropical plants.,"nature,outdoor,relaxing,walking","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJHdPykcEVrjsRIr4v35kLEY4/photos/AU_ZVEEKtJtOKBsqOgFwe2n0jkN2q-WoLC9kF_aiLTq4z06fEOQnVcbOrsqyCHL5kql2w1BX2wAClA6GTVWAyf83i-GFJ9uPr-dm03lv1lf6Qh9Q6CYibQqcaGu7DSB-3UCnyl50HyCcn_x6IezHx99n2XR9K9U9JDg_Hro738_KTYIQMx24lWhdeoMo6LEA15G7nhvuMUv0dw5HWaxjFv7CuZMUqv_KnUH1krtTK9_0qRzR-CR_CnVDRHn_ZU1GQ-rS3Zs_kNAkBSum0A38Tqnfj68bhfosCR5eVFCC5dkxD8SPjshun97GJbPItWyAmzNnp8XAWmkQNVU2PaoMIzES-DUPfEYzw4004pY3GbnyKItSpZIGETsWSvDlHgwGYERKE1jbIuE_BfakiM9EmfoCHdB28KHQhTYcemfuewi7ftjC6w6FxpIUO41jF8XYl9YP/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Mavalli, Bengaluru, Karnataka 560004, India",4.4,174722,12.949415799999999,77.58468049999999,https://maps.google.com/?cid=10236976183492197922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BLR,Bangalore,India,Bangalore Palace,culture,A majestic Tudor-style palace built in 1887 with beautiful wooden interiors.,"culture,history,architecture,landmark","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJN1ZKKUkWrjsRzxIVM363-LE/photos/AU_ZVEH1W_sIkmusuOikmXIQUvH1ZegayaL62wcVuFioszjxxgnJLDWU3aIl5fMQjAf3w2B9zgpizncI40M-sTzlkUK1HyAPxf2w3Roat7AGXkppNkVq9sHthzJWvjQgKRduL3j4MPz5z7dg_W4mpbY2Pox1Yc9PL1L_QWshjrJF-PU6YUGB9nHbfuGRQZFSpGOBo9EUzyxArgCH-m2v525yO4cIG4x_gaB7i_TkPQFW_5XSj9mjqIQabn8QH8h-xGRsaFTLksoBRthIj5bInF9WykQNm0CcozUbU2Wq2UiM0RRWz3H5z_cc3ff9SZsXGXHnSqybYBUqwFt8S7UHT14rpvOOqmT-fy3sKiyIg0ftg776aJzcVdb-89vMgyzofmB2JwFP2Hnb0-FMRdYE7UO825W889V3ubU9cWz2CcH-vsq5kfBfZ3aFBIzHx-yjas7k/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Bengaluru, Karnataka, India",4.2,98629,13.0035068,77.5890953,https://maps.google.com/?cid=12824201691588268751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BLR,Bangalore,India,Cubbon Park,outdoor,A major sprawling park covering 300 acres in the heart of the city.,"outdoor,nature,relaxing,family","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJL2fQ53MWrjsRuN9D6aalLMY/photos/AU_ZVEEJi9y4a_ku3AOJd3Q13kW9PyykgNRWHP03rS7WWkL1yUf0Cmc6cZmjSIGQGPtxu1ieq_qECiVUedHf5Xl7Y7ilEnU6bNBU1L4_XdpsEjo2YARdPCgq1P7nRf46B0h2e9DDaAyHO9AzVdSVtuzYJ9MHtYSTY0t1MvdKUNuEle4OTAVEk_cE58ukhDJPBvXPg8GHCclCcFXqxmN8xaj30Yh9sS89QadJCVrse_-LjgV4gT8m364gyKReALmkWpJHo4Fi_NE3baMiZtb1hkM5O9sN49qPAXBVw5VGQAyI3p5JJhdfDtuqM8Rq0qVW_G8A8Gz9YONN9Vw_AUKxVLQmt_f14IRrJWN-nEhlsghgTdcYhZlDVuVAIcRQEYhCM5Yy3CFYLwsDyZOE2uJBBefN3qCKfy9Lb_hpQqfdOcUI1b-yjA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Nunegundlapalli, Ambedkar Veedhi, Bengaluru, Karnataka 560001, India",4.4,142652,12.9752487,77.5928871,https://maps.google.com/?cid=14279970654781693880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BLR,Bangalore,India,Vidhana Soudha,culture,An imposing neo-Dravidian legislative building that is beautifully illuminated at night.,"culture,architecture,landmark,city","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJpwxMCXIWrjsRfedVMltgoP8/photos/AU_ZVEF_nj18tmMsOmpksJISo7AYsFXUuXxdbmtANK_SEQyuRqCqPu_zM-Lg6dCP6E7iglbX0TH-nF5H7SQ4FRfjsko1mmuPBzksBtBcwhfgMTTQBYLzRA177go5A76FpgvQ_RHQ0vucV7OHv_1QJ4sMYPeVIbxfuPRmYCqWllYY7YRm-Whuphwe34O7fsW5ZGhDOd7VYQna1entCRBeR30ckGPWlkJx_W9ePbACazYAabP6aIctEyPbXk4tG0rL7qoD-EEj07EZ2pN7WMqOkZ5O_oJHRdy-hxOw7t8iQk3o0tveksvGEhoxDWCajDFha5Vab6QWNambBCuhOhUAUstLZjFyuWFD3orXoPFCM3OflPNKhke3x5B_WcO6gdG2qr6btNMWxl5eFSUDG62z_1fO_A9VA82ylvoCBszJAhV32__dcA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Dr Ambedkar Rd, Sampangi Rama Nagara, Bengaluru, Karnataka 560001, India",4.6,6406,12.979603299999999,77.5908529,https://maps.google.com/?cid=18419828420748109693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BLR,Bangalore,India,Commercial Street,shopping,One of the oldest and busiest shopping streets in the city for clothes and accessories.,"shopping,city,local,walking","October,November,December,January,February",https://places.googleapis.com/v1/places/ChIJbcFO0okWrjsRfRCaFtIVXbk/photos/AU_ZVEE-2Rdw5qM1k0Yq55T4gv7xJYpssx3OD9rjB8pSozC8kEKgl2DeDB1igUBgPNXPPFLmZS6GPFhYVJNOUBiMVfJssTo_Lm2S2iCEnaLeJtfFU6xXRfAFlSYTz59N1RwLS2oto0ckABL8UALdQ7mhh83I5L1yaUZc7snuaZM2hdfScRrOKzsgj8UR5HCwMIGGB_YEzFi7vzWm2fDt6QMQ8pzyGyK_7487wcUwMDW98NI66xTQsLu3XajiXIHLFtuf7Sx3Uv5Mrb8OThbP8b40dpnsSdRyMsz4GVghdU4_76YCKkdxOg5nSBHWtjQq8Kj0sLdvdMum8IJhwrLIMIKDgQepTl_7vo97Bjx5W9ApaTozez_eVaecEjBV5acO5Bnz4ByMCEg76OR1otr5WqGfvn6DaRlkbFpve5iWkMwjqyMuGaRq/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka, India",4.4,5734,12.982236,77.608373,https://maps.google.com/?cid=13356856061917270141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
CCJ,Kozhikode,India,Kozhikode Beach,beach,A popular shoreline known for stunning sunsets and historic century-old piers.,"beach,relaxing,sunset,family","October,November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJEYXrES9ZpjsRDpGNQPPcA_E/photos/AU_ZVEFdDPaXVixTO-B3xmPPi6T_CqoBu6I3uUT0ghVxoXNqfLj8ZVaYSIGi7jSUG7YuP52VbvD7WfELaHo0HyX5mH6WGvF81psj4V9s_XPokUZ6o5fLG9zQA5-HF4G6dqBNVC44IMO73GAgPeORYFs8z2Je93pjFOW3QuqMEGvih3P3xjb_GOqfDP-n3LIx44Uo4SQjawU6JnR9LYy0BIossj4cugOaQDk9xRnhXntY9W3vPveVU5PSGIz8YDnYdK-3SWR10sF1Z4MeMplH0LREbsCZpwsCWuwyE0CBn-AIGA7OXVae8FRlf0-eW9O-4T_3MQg3Ms0OwiFxyKXTT7jCgIm9Pmr1INN1J6bjLqB68RJh4iz1xGXY6LnGNJhHAJLujCEOyvQd_t6wcVDgehoQbIHfzrqB3EEY4gowVJAg7DPiKw/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Kozhikode Beach, Kozhikode, Kerala, India",4.5,16323,11.2626228,75.7673095,https://maps.google.com/?cid=17366967525388947726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
CCJ,Kozhikode,India,SM Street,shopping,"Sweet Meat Street is the busiest shopping hub in Kozhikode, famous for Calicut Halwa.","shopping,food,local,culture","October,November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJp7gPED9ZpjsR7dwld4Mzrz8/photos/AU_ZVEGpCeCdj4VYtYQ0JJt3CYq2DYDqLkBMyj-11RSBwYouBqctEvBhLfYnq-TNFGqzKAiMhKAgwG7J-PNOqSg2M4HugoD2jLJeemoKG1jdZXiUZdc0PgwkOWL0hsY8l1IbIlvYaG-VuVx22d5Fv9oFZzyBFRau1Ings15DbfkdICtS-7Wh8-LjUhvueCgWK0CUlScGdd4PivbEFhfEwbrxVv1di5ivBZxI_bLacI6J7MOhHQu2fil7k8uTWmL764PWdLtHjaTWvy5HHJFKuEBLC3r7Eg3NNL4C_pIAyxZ5uqe5DKJX-XtFCQtQuuAbyQoiO8YRy7qFqkVwNPIHLOsSuLaYcsObjaYs8c4kKXfFR0Auz-8-G95vwhqy3WzAXaBTOLWzT5Hl2jp5nPooU-2KsmoYn60yNG15knZIRp06cODElA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"SM St, Palayam, Kozhikode, Kerala 673001, India",,,11.2509608,75.7815882,https://maps.google.com/?cid=4588943185046527213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
CCJ,Kozhikode,India,Mananchira Square,outdoor,A peaceful park complex wrapped around a historic man-made lake in the city center.,"outdoor,relaxing,park,nature","October,November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJRb1ghDtZpjsR8LYEOVk5YZ0/photos/AU_ZVEGuNdPYK2mOcZ4-jq3QeH6KmffG1KV2NDGI_B_CNChA-7mSZ3eADpFFNnY8eOO13Rcw-PLdaqvt70qHXkLvKpsfay-KKG1nIZ92y1yeeNeNgy55ZIbS-l96s7yqw6oV0nMQTADHlGqhbnymMyhCgwIwVPSOoYHACvM4pG2kBS0qQE6n21du8EiTHErAQ-U_8Ogg2_gI-eLJr1H-9BFfPXNXinc5M9XrQUgK5UYfBl5B2mVu5VzbAdeNyF6jmI88U7f5R8TImEDteUWJLXhk1SxDb9mvzf9TXW0fYwnzhHysXNEhn31WLhEqiiLtrVGpv7pQ1K9gaVwwdt9yciLkil6RJcRSc4T0x3am-lZLSi5UJe9DmwCbLwRd4xpUDxgFlGbFThZSwm8hfUEKO6gGT_QYjOQH_-s8btq_n22koLVq6w/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Mananchira, Kozhikode, Kerala, India",,,11.2537375,75.7763927,https://maps.google.com/?cid=11340408392067102448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
CCJ,Kozhikode,India,Kadalundi Bird Sanctuary,nature,A scenic haven for migratory birds situated across a cluster of islands.,"nature,animals,bird-watching,outdoor","October,November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJS_vy-kJRpjsRHVPoFdUk5nw/photos/AU_ZVEFjneqAk7dScWMuyfOmnrWmWNXWTCNfM6-WT4aiROQ0gLew6U2FYXy8rU7M0H1y-dSETDhNaNiqlCp5ykHcpjfJsZ9z5Ly7Wbb9lbKXewt58YTi3o4V_jeVpJcMv_50TIhx_ljEnWYE7M06if9Z74ITA2QgTjFwhxEnG59ASbZxk1iUs-TEfz3c2ERvunh1qlaRs4oJJ-Whkia-FTOld2vzdr56WOKQoTaMhRSVRuc3DqocEieAY4t9hG-u8PhSTyJmhDPxTQzi8tB5tn-YW7DYiewz-mdSKtrRBWqdzYiaoa4m4dLDLP4eOD91O2tvIqG7GSNgs_x47Qw0EuEx3KogNG_ZapAa_mDv7GMAxgVHgHM7Wf_l68Rwo58rliOLRidZjIv4QNwGaRszEclRsLyhnwb7mBHJfFOK2CN9GJ9aLBQ8/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Kadalundi Market Rd, Kadalundi, Kerala 673302, India",4.2,5553,11.1309227,75.8290488,https://maps.google.com/?cid=8999921402960696093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CCJ,Kozhikode,India,Beypore Beach,beach,A historic port town beach famous for its ancient wooden shipbuilding industry.,"beach,history,culture,outdoor","October,November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJndHBLWhXpjsR33qRLcGOLuM/photos/AU_ZVEGWO0XeXl4V2fCE5llH8sVz5C8TS0W8PNlYgjUSLzf1nNcoyFPnz1rJH-doFjYva4XazrUqOZpATlWL7OjIbRr3G36Z9FGNb9thq_o22-72jGKq0JYcdJYjVlBWd7q_JCUJ1CQTFG12g7HsR2zqXVp-VXFrDZY4-eOEleiJmhcvFaurpZweJRO_y7-T9oeQPWhUevdAPzU6dh_FOLBLdR48YsVI9BAFp4pokyVl2aLgIzXPZZdUeeEHM7nnPfUWst8IqC_dAqistlm7hysBE6M1UPqEagquUrJMrUMSINZ2qH-hwvqKdSeQltdsdFayqCar8mSnqSnEqBFhZ3869MYeBxY5MlqyqJwIXjhtO4EqUc6LBzDshMFkrnOXmp06aSh6Eoel5HSb4ZWKpH-esbeM2_25_sluLN7orhJ2Z4Q/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Beypore, Kerala 673015, India",4.3,4041,11.163054299999999,75.8027405,https://maps.google.com/?cid=16370178655882672863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CGK,Jakarta,Indonesia,National Monument (Monas),culture,A towering 137-meter obelisk symbolizing the fight for Indonesia's independence.,"culture,landmark,history,city","May,June,July,August,September",https://places.googleapis.com/v1/places/ChIJLbFk59L1aS4RyLzp4OHWKj0/photos/AU_ZVEHrJz0WZlFv7nDa38EESuHRIgmyOw-PTEYFyrF6k2ix4zwLhkH69QoQAujvzkJHyzBasuuXngbL0RJZ8tfqaP6X0Pcx2k5H2oHObSdBbxfqu_4y1XxYe6WO4hwJfnX-MCjPmuS6yfCecgRxPoqjqRPEJPkzBOad8wF8Q9b1HWlkbKt0u6l7QMLCaQIqDL9SR6gkMsJbOefWVC2KZkRw8ygFL7EeJZFrDkvi1xSusUc_RTdK0zOiUqPP0vVbt5ofWF3eztmn7c5ES-qlhkIHGwBT1i9DkVMLe8BH5zDMHTdPBqU5a_CLpSj0GcVzlk-hWDgQ2uvQrrQhwnqG22WXvYoPL27cf2vlrNR5Is7W9HwzvPLqmKcxESoIw7_JXTbez77PhmPwiv7J20Zm_ph18mEjlIMo62G7J71acX3I6gmjyUDL/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Merdeka Square, Jalan Lapangan Monas, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, Indonesia",4.6,121477,-6.175308299999999,106.8271106,https://maps.google.com/?cid=4407571450964851912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CGK,Jakarta,Indonesia,Kota Tua,culture,"Jakarta's historic Dutch colonial center with museums, cafes, and street performers.","culture,history,architecture,walking","May,June,July,August,September",https://places.googleapis.com/v1/places/ChIJx7dLUwf2aS4RZXBT8uS36kI/photos/AU_ZVEFR0d7qIwXQTXGF4L6L-iT4yPDWismatnxgkjMnyyzP3yNJootIpuJ-0h9wp8no6aZDpigjUel1FtQ6n2pTWw_g-mDET-045BrW88jYxWFBn7YcNQxlosebv-zmBYsj7JdOfYYpUiTx_Lm0JAwqdFZ6nlc5Xo3IFkqN-A2IFgE9YONtLqsj-W0aVu0ww8Mkw1qA-5jL3ak0URGy_VMCVdtLIlqvRhJ5Ibr6glNhjnE-TWe0RlpZzExXByRQjo42mtcgAVF_dy9f4d7INiwzP8uR7x5pzRVcRlUev9q4Cs9yp0UScVIEidpeHWYaCJg-X21JtZ5TAiLUtxwADgaI-QwTlIwI9hTAjvBpV99cz4wOFtnjdDhW7CzHCeCn_yx34fl6oEO8yw4uquvneqYG58mRbOpPSh_bwmcbri9B3MM/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Kota Tua, Mangga Besar, Taman Sari, West Jakarta City, Jakarta, Indonesia",,,-6.1384935,106.8138877,https://maps.google.com/?cid=4821868544999518309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
CGK,Jakarta,Indonesia,Taman Mini Indonesia Indah,culture,A vast cultural park featuring pavilions that represent all Indonesian provinces.,"culture,educational,family,park","May,June,July,August,September",https://places.googleapis.com/v1/places/ChIJYaJ20FDtaS4RDNry7LknMQc/photos/AU_ZVEGzHy-Vr3sHSXCadW0CW2yGqFnLu3iKS-tM3xENXQ_xHEDYMSzotY4G0P5GVHdmYrACKCMfKzZAbBPJgCbr3pnMqQ3p9KP5bk72v4U874Y87Ij9qEYvmsdqU_dkRNeoxP5yBZC8q73_ENIYpGRPVRMvT7yLP7oUiTKuNVaoPrt97jAVBabY8iFX6CWv-_3zGy0b9_kJ9RYHFgOzY_1O2RjekJ5xB2Sten-Un4VeYHUOBqkH1LqGC7MDqvS4Ah9LtKX4NbOv0GHREGTiXi4AJB-wsBvNczMSHfs_irsOUp4CRUCoofO9FnIbWc612C_S2bsDcBvFms2w_btrouKumvhdJlSjuxDq22KaOKxm0wnAGetqhGOy5vNGyFPoG34WR1NY0Yc0qqcZCPYaOhrIRfhWQwZjJKvLZQHNRH0hut-WhntwI3td244JN3Jn_JnP/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jl. Taman Mini Indonesia Indah, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",4.6,173308,-6.3044926,106.88933879999999,https://maps.google.com/?cid=518239111622089228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CGK,Jakarta,Indonesia,Istiqlal Mosque,culture,"The largest mosque in Southeast Asia, known for its massive dome and modern design.","culture,religion,architecture,landmark","May,June,July,August,September",https://places.googleapis.com/v1/places/ChIJHeC1aM71aS4RbAyE1ULw-so/photos/AU_ZVEH11lKevpIMUhQWMqWgOmWA1nOGQlmLNaW6MD3L0jE7gwQf16yMuA2GxvagW-cQxruJHQn-Xb2vBdyQMNXubRnXrsUl81JUACRr77b_4JuO0h9uEYyN8-Z9k2L2SHbEj96JTXG7En5BuCSn5chEzIOIHkinR-xjDDYDcLSL9UKLGozOFBJ_ox0cOLxyq30gkk_bu4NBWO7VZUBbEfPiOCbb9Fx4D4Xsjq2yCwKcq0OGymbaagJ3R6vZRXMPYqgr4g5o_5fJ9F_4D-Jk7GV5gnK90YAK7iZTsQTzJjsa-5hVgudI85jgRjEkBXr_qyG252dJtTgeHmhA9PVDHrp7-CyJuMSIyB_ANIZcrCfszYINwr_NPeV3N4JdsUf5zc20U_POB_GXQyROiyqEOiDGayEy0A7H-hQeVf6DnwqbQofktEPO/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jalan Taman Wijaya Kusuma, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",4.8,19365,-6.170380799999999,106.83113039999999,https://maps.google.com/?cid=14626266909679815788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CGK,Jakarta,Indonesia,Grand Indonesia Mall,shopping,"One of the largest upscale shopping centers in Asia, offering luxury brands and dining.","shopping,luxury,indoor,entertainment","May,June,July,August,September",https://places.googleapis.com/v1/places/ChIJY9TrwiH0aS4RrvGqlZvI_Mw/photos/AU_ZVEFrhy4bhqV07eNbjoBcO_peJ_1579Nkakfk8BB60LxFybleQKPQSCCRm7uYSqM1wjtOSJAzW-WCoDEdcFxoQQ0i7jzUYIlSwDFMvZMQgH89hAvfrKA0sZGVGA_nW59cyIDTxPkU9BhI8OMqEQ9lmfg-p_hKEAtPorcBrKX1LoLOlbjsTm-4zMmyFMm8FFDKJogSWeKQW-YZeirxQTtB60EFOGUDNQFN9sKIsnarTZ10tbTX3MQ9MY_53kuHNanIEhQ9elmU4m4HpFeytOLnu813rYO6eyeqM2ajs3ktmr14scKY1SYI4uD7E-IKSyeKITBt6gRiMnbU1UGprYes_jM6doEfzpRkIYnwd2BFUVEc2yevnNkBMxl4cJbKj4J8_I7MwKAWQwh3buv0y__7VbpIeEW65hjGf5Avte2K3ch_zBo/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jl. MH Thamrin No.1, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",4.7,102585,-6.1953681,106.8204181,https://maps.google.com/?cid=14770901448424878510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
